id,bank,close_price,high_price,history,low_price,open_price,volume
351,"BIST Bankalar",7914.4,7973.2,"Nov 22, 2023",7847.7,7921.2,0
352,"BIST Bankalar",7993.7,8196.3,"Nov 23, 2023",7926.1,7927.6,0
353,"BIST Bankalar",8086.2,8153.2,"Nov 24, 2023",7877.4,7998.3,0
356,"BIST Bankalar",8568.7,8605.2,"Nov 27, 2023",8246.9,8311.7,0
357,"BIST Bankalar",8492.4,8607.3,"Nov 28, 2023",8454.1,8542.4,0
358,"BIST Bankalar",8457.3,8526.2,"Nov 29, 2023",8403.3,8489,0
359,"BIST Bankalar",8358.1,8565.4,"Nov 30, 2023",8336.8,8438.4,0
361,"BIST Bankalar",8847.2,8975.4,"Oct 2, 2023",8637.4,8676.2,0
362,"BIST Bankalar",8672.2,8943.8,"Oct 3, 2023",8586.9,8889.1,0
363,"BIST Bankalar",8536.7,8782.2,"Oct 4, 2023",8536.7,8686.4,0
364,"BIST Bankalar",8816.7,8872,"Oct 5, 2023",8364,8604.4,0
365,"BIST Bankalar",8700.6,8895.9,"Oct 6, 2023",8684.3,8737.6,0
368,"BIST Bankalar",8424.8,8675.1,"Oct 9, 2023",8424.8,8519.3,0
369,"BIST Bankalar",8699.7,8736.7,"Oct 10, 2023",8514.9,8586.2,0
370,"BIST Bankalar",8762.9,8979.4,"Oct 11, 2023",8714.3,8847.9,0
371,"BIST Bankalar",8655.2,8992.3,"Oct 12, 2023",8480,8876.3,0
372,"BIST Bankalar",8359.8,8647.1,"Oct 13, 2023",8318.6,8628.1,0
375,"BIST Bankalar",8254.1,8518.2,"Oct 16, 2023",8216.2,8512.4,0
376,"BIST Bankalar",8441.1,8441.1,"Oct 17, 2023",8213.7,8276.6,0
377,"BIST Bankalar",8111.6,8360,"Oct 18, 2023",8057.9,8275.8,0
378,"BIST Bankalar",8103.1,8315.6,"Oct 19, 2023",8015.2,8111.4,0
379,"BIST Bankalar",7750,8071,"Oct 20, 2023",7701.6,8003.9,0
382,"BIST Bankalar",7962.1,7994.3,"Oct 23, 2023",7750.9,7891.1,0
383,"BIST Bankalar",8374.9,8518.8,"Oct 24, 2023",8019.7,8048.6,0
384,"BIST Bankalar",7798.1,8443.1,"Oct 25, 2023",7798.1,8417.6,0
385,"BIST Bankalar",7981.3,8072.2,"Oct 26, 2023",7650.5,7906.2,0
386,"BIST Bankalar",8053.7,8144.7,"Oct 27, 2023",7863.9,8011.4,0
389,"BIST Bankalar",7895.4,8092.3,"Oct 30, 2023",7860,8004.7,0
390,"BIST Bankalar",7597.7,7657.5,"Sep 19, 2023",7431.6,7565.2,0
391,"BIST Bankalar",7761.3,7931.6,"Sep 20, 2023",7586.7,7634.4,0
392,"BIST Bankalar",8018.7,8025.8,"Sep 21, 2023",7691.8,7799,0
393,"BIST Bankalar",8099,8211.6,"Sep 22, 2023",7961.8,8031.3,0
396,"BIST Bankalar",8305.4,8366.1,"Sep 25, 2023",8122.2,8145.3,0
397,"BIST Bankalar",8267.6,8485.6,"Sep 26, 2023",8243.2,8338.4,0
398,"BIST Bankalar",8331.9,8448.2,"Sep 27, 2023",8240.9,8294.3,0
399,"BIST Bankalar",8409.2,8506.4,"Sep 28, 2023",8350.2,8364.3,0
400,"BIST Bankalar",8656.8,8822.4,"Sep 29, 2023",8489.5,8489.5,0
